Code,Smiles
IS00958,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1
IS00959,Brc1cccc2c3CC(=O)Nc4ccccc4-c3[nH]c12
IS00960,FC(F)(F)Oc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS00961,Fc1cc(F)c2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS00962,OC(=O)c1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS00964,FC(F)(F)Oc1ccc(CNC(=O)c2ccc3[nH]c-4c(CC(=O)Nc5ccccc-45)c3c2)cc1
IS00965,FC(F)(F)c1ccc(CNC(=O)c2ccc3[nH]c-4c(CC(=O)Nc5ccccc-45)c3c2)cc1
IS00966,C[C@@H](NC(=O)c1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1)c1ccccc1
IS00967,FC(F)(F)Oc1cccc(N\N=C2/CCC(=O)Nc3ccccc23)c1
IS00968,O=C(NC1CCCC1)c1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS00969,Fc1cc(CNC(=O)c2ccc3[nH]c-4c(CC(=O)Nc5ccccc-45)c3c2)cc(c1)C(F)(F)F
IS00970,CC(C)(C)NC(=O)C(N(C(=O)c1cccnc1)c1ccccc1CN1CCC(O)C1)c1ccc(OC(F)(F)F)cc1
IS00971,CC(C)(C)NC(=O)C(N(C(=O)C1CNCCN1)c1ccccc1CN1CCC(O)C1)c1ccc(OC(F)(F)F)cc1
IS00972,COC(=O)CCC(=O)N(C(C(=O)NC(C)(C)C)c1ccc(OC(F)(F)F)cc1)c1ccccc1CN1CCC(O)C1
IS00974,COC(=O)CCCCC(=O)N(C(C(=O)NC(C)(C)C)c1ccc(OC(F)(F)F)cc1)c1ccccc1CN1CCC(O)C1
IS00975,CC(CC=C(C)C)CC(=O)N(C(C(=O)NC(C)(C)C)c1ccc(OC(F)(F)F)cc1)c1ccccc1CN1CCC(O)C1
IS00976,CC(C)(C)NC(=O)C(N(C(=O)c1c(Cl)cccc1Br)c1ccccc1CN1CCC(O)C1)c1ccc(OC(F)(F)F)cc1
IS00977,CC(C)(C)NC(=O)C(N(C(=O)C(CO)NC(=O)OC(C)(C)C)c1ccccc1CN1CCC(O)C1)c1ccc(OC(F)(F)F)cc1
IS00978,CC(NC(=O)OC(C)(C)C)C(=O)N(C(C(=O)NC(C)(C)C)c1ccc(OC(F)(F)F)cc1)c1ccccc1CN1CCC(O)C1
IS00979,CC(C)(C)NC(=O)C(N(C(=O)c1ccc(Cl)cc1)c1ccccc1CN1CCC(O)C1)c1ccc(OC(F)(F)F)cc1
IS00980,CC(C)(C)NC(=O)C(N(C(=O)c1ccncc1Br)c1ccccc1CN1CCC(O)C1)c1ccc(OC(F)(F)F)cc1
IS00981,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1cccc(Br)c1
IS00982,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1cccc2ccccc12
IS00983,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1ccccc1Cl
IS00984,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
IS00985,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1ccc(F)c(Br)c1
IS00986,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1ccccn1
IS00987,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1ccncc1
IS00988,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1ccc(OC(F)(F)F)cn1
IS00989,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1nccc2ccccc12
IS00990,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1cccs1
IS00993,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1ccc(F)cc1
IS00994,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1ccnc2ccccc12
IS00995,CC(C)(C)NC(=O)C(N(C(=O)c1ccccc1)c1ccccc1CN1CCC(O)C1)c1c(F)c(F)c(F)c(F)c1F
IS00996 ,O=C1CC2(CCCCC2)Oc2cc(OCc3cn(nn3)-c3ccc(CC#N)cc3)ccc12
IS00997  ,COc1cc(cc(OC)c1OC)-n1cc(COc2ccc3C(=O)CC4(CCCCC4)Oc3c2)nn1
IS00998,OCc1ccccc1-n1cc(COc2ccc3C(=O)CC4(CCCCC4)Oc3c2)nn1
IS00999,O=C1CC2(CCCCC2)Oc2cc(OCc3cn(nn3)-c3ccc(cc3)C#N)ccc12
IS01000 ,COc1cc(ccc1O)-n1cc(COc2ccc3C(=O)CC4(CCCCC4)Oc3c2)nn1
IS01001 ,CC1(C)CC(=O)c2ccc(OCc3cn(nn3)-c3ccccc3F)cc2O1
IS01002 ,CC1(C)CC(=O)c2ccc(OCc3cn(nn3)-c3ccc(Cl)c(Cl)c3)cc2O1
IS01003,CC1(C)CC(=O)c2ccc(OCc3cn(nn3)-c3ccc(O)cc3)cc2O1
IS01004 ,Cc1ccc(I)cc1-n1cc(COc2ccc3C(=O)CC(C)(C)Oc3c2)nn1
IS01005 ,CC1(C)CC(=O)c2ccc(OCc3cn(nn3)-c3ccc(Cl)cc3)cc2O1
IS01006,Nc1ncc2CC(=O)Nc3ccccc3-c2n1
IS01007,FC(F)(F)c1cccc(CNC(=O)c2ccc3[nH]c-4c(CC(=O)Nc5ccccc-45)c3c2)c1
IS01008,O=C(NC1CC1)c1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS01009,Fc1ccc(CNC(=O)c2ccc3[nH]c-4c(CC(=O)Nc5ccccc-45)c3c2)c(Cl)c1
IS01011,Oc1cc(CC=C)ccc1OCc1cn(nn1)-c1ccc(cc1)C(=O)c1ccccc1
IS01012,OCc1ccccc1-n1cc(COc2ccc(CC=C)cc2O)nn1
IS01013,COc1cc(cc(OC)c1OC)-n1cc(COc2ccc(CC=C)cc2O)nn1
IS01014,Oc1cc(CC=C)ccc1OCc1cn(nn1)-c1ccc(cc1)C#N
IS01015,COc1ccc(cc1)-n1cc(COc2ccc(CC=C)cc2O)nn1
IS01016,Cl[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)C1Cl
IS01017,CC(=O)OC[C@H]1O[C@H](Cl)C(Cl)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
IS01018,Cl[C@H]1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)C1Cl
IS01019,CC(=O)OC[C@H]1O[C@H](Cl)C(Cl)(OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
IS01020,Cl[C@H]1O[C@H](COCc2ccccc2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1Cl
IS01021,CC(=O)OC[C@H]1O[C@H](Cl)[C@H](Cl)[C@@H](OC(C)=O)[C@H]1OC(C)=O
IS01022,Cl[C@H]1O[C@H](COC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1Cl
IS01023,C[C@@H]1O[C@H](Cl)[C@H](Cl)[C@H](OC(C)=O)[C@H]1OC(C)=O
IS01024 ,CC(C1CCc2c(C)cc(OC(C)=O)c(C)c2C1)C(=O)OCc1cnnn1-c1ccc(CC#N)cc1
IS01025,CC(C1CCc2c(C)cc(OC(C)=O)c(C)c2C1)C(=O)OCc1cnnn1-c1ccccc1CO
IS01026  ,CC(C1CCc2c(C)cc(OC(C)=O)c(C)c2C1)C(=O)OCc1cnnn1-c1ccc(cc1)C#N
IS01027,CC(C1CCc2c(C)cc(OC(C)=O)c(C)c2C1)C(=O)OCc1cnnn1-c1ccc(CO)cc1
IS01028 ,CC(C1CCc2c(C)cc(OC(C)=O)c(C)c2C1)C(=O)OCc1cnnn1-c1cc(I)ccc1C
IS01029,COc1ccc(cc1)-n1nncc1COC(=O)C(C)C1CCc2c(C)cc(OC(C)=O)c(C)c2C1
IS01030 ,COc1ccccc1-n1nncc1COC(=O)C(C)C1CCc2c(C)cc(OC(C)=O)c(C)c2C1
IS01031,CC(C1CCc2c(C)cc(OC(C)=O)c(C)c2C1)C(=O)OCc1cnnn1-c1ccc(O)cc1
IS01033,COc1ccc(\C=C\C(=O)c2ccc[nH]2)c(OC)c1
IS01034,Oc1cc(CC=C)ccc1OCc1cn(nn1)-c1cccc(c1)C#N
IS01035,Oc1cc(CC=C)ccc1OCc1cn(nn1)-c1ccc(Br)cc1
IS01036,Oc1cc(CC=C)ccc1OCc1cn(nn1)-c1ccccc1Cl
IS01037,Oc1cc(CC=C)ccc1OCC#C
IS01038,Oc1cc(CC=C)cc(CN2CCOCC2)c1O
IS01039,CC1CCN(Cc2cc(CC=C)cc(O)c2O)CC1
IS01040,CN1CCN(Cc2cc(CC=C)cc(O)c2O)CC1
IS01041,CC(=O)c1ccc(cc1)N1CCN(Cc2cc(CC=C)cc(O)c2O)CC1
IS01042,Oc1cc(CC=C)cc(CN2CCN(CC2)c2ccccc2O)c1O
IS01043,OCC1CCN(Cc2cc(CC=C)cc(O)c2O)CC1
IS01044,Oc1cc(CC=C)cc(CN2CCC(Cc3ccccc3)CC2)c1O
IS01045,OCCC1CCN(Cc2cc(CC=C)cc(O)c2O)CC1
IS01046,Oc1cc(CC=C)cc(CN2CCNCC2)c1O
IS01047,Oc1c2CCC(Oc2c(C=O)c(O)c1C=O)c1ccccc1
IS01048,Cc1ccc(cc1)C1CCc2c(O)c(C=O)c(O)c(C=O)c2O1
IS01049,CC(=O)c1c(O)c2CCC(Oc2c(C(C)=O)c1O)c1ccc(C)cc1
IS01050,CC(C)CC(=O)c1c(O)c2CCC(Oc2c(C(=O)CC(C)C)c1O)c1ccc(C)cc1
IS01051,CC(=O)c1c(O)c(C(C)=O)c2oc(cc(=O)c2c1O)-c1ccccc1
IS01052,CC(=O)c1c(O)c2CCC(Oc2c(C(C)=O)c1O)c1ccc(cc1)C(C)(C)C
IS01053,COc1ccc(cc1)C1Oc2c(CC1C)c(O)c(C=O)c(O)c2C=O
IS01054,Cc1ccc(C2CCc3c(O)c(C=O)c(O)c(C=O)c3O2)c(C)c1
IS01055,CC(=O)c1c(O)c2CCC(Oc2c(C(C)=O)c1O)c1ccc(F)cc1
IS01056,CC(=O)c1c(O)c2CCC(Oc2c(C(C)=O)c1O)c1ccc(Br)cc1
IS01057,CC1Cc2c(O)c(C=O)c(O)c(C=O)c2OC1c1ccc2OCOc2c1
IS01058,CC(=O)c1c(O)c2CC3Cc4ccccc4C3Oc2c(C(C)=O)c1O
IS01059,CCC(=O)c1c(O)c2CCC(Oc2c(C(=O)CC)c1O)c1cccc2ccccc12
IS01060,CCCC(=O)c1c(O)c2CCC(Oc2c(C(=O)CCC)c1O)c1cccc2ccccc12
IS01061,Oc1c2CCC(Oc2c(C=O)c(O)c1C=O)c1cccc2ccccc12
IS01062,CC(=O)c1c(O)c2CCC(Oc2c(C(C)=O)c1O)c1ccc(C)cc1C
IS01063,CC1Cc2c(O)c(C(C)=O)c(O)c(C(C)=O)c2OC1c1ccc2OCOc2c1
IS01064,Oc1c2CCC(Oc2c(C=O)c(O)c1C=O)c1ccc(F)cc1
IS01065,COc1ccc(cc1)C1Oc2c(CC1C)c(O)c(C(C)=O)c(O)c2C(C)=O
IS01067,Oc1c2CC3Cc4ccccc4C3Oc2c(C=O)c(O)c1C=O
IS01068,COc1ccc(SCN2C(=O)C(=O)c3ccccc23)cc1
IS01069,COc1ccc(SCN2C(=O)C(=O)c3cc(Br)ccc23)cc1
IS01071,COc1ccc(SCN2C(=O)C(=O)c3cc(F)ccc23)cc1
IS01072,CCCC(=O)c1c(O)c(CN2CCCCCC2=O)c(O)c(C(=O)CCC)c1O
IS01073,Oc1c(CN2CCCCC2=O)c(O)c(C=O)c(O)c1C=O
IS01074,Cc1cccc(CN2CCCCC2=O)c1O
IS01075,COc1ccc(cc1CC=C(C)C)C1CC(=O)c2c(O)cc(OCc3ccc(F)cc3)cc2O1
IS01077,COc1ccc(cc1CC=C(C)C)C1CC(=O)c2c(O)cc(OC(=O)CC(C)C)cc2O1
IS01078,COc1ccc(cc1CC=C(C)C)C1CC(=O)c2c(O)cc(OCc3ccccc3Br)cc2O1
IS01079,COc1ccc(cc1CC=C(C)C)C1CC(=O)c2c(O)cc(OCc3ccc(Br)cc3)cc2O1
IS01080,COc1ccc(COc2cc(O)c3C(=O)CC(Oc3c2)c2ccc(OC)c(CC=C(C)C)c2)cc1
IS01081,COc1ccc(cc1CC=C(C)C)C1CC(=O)c2c(O)cc(OCc3ccccc3)cc2O1
IS01084,COc1ccc(cc1CC=C(C)C)C1CC(=O)c2c(O)cc(OCc3cn(nn3)-c3cccc(c3)C#N)cc2O1
IS01085,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCC(CC1)Nc1ccc(F)cc1)N1CCOCC1
IS01086,COc1ccccc1NC1CCN(CC1)c1nc(nc(n1)-n1c(nc2ccccc12)C(F)F)N1CCOCC1
IS01087,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCC(CC1)Nc1ccccc1F)N1CCOCC1
IS01088,Cc1ccccc1NC1CCN(CC1)c1nc(nc(n1)-n1c(nc2ccccc12)C(F)F)N1CCOCC1
IS01089,Cc1ccc(NC2CCN(CC2)c2nc(nc(n2)-n2c(nc3ccccc23)C(F)F)N2CCOCC2)cc1
IS01090,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCC(CC1)Oc1ccc(Cl)cc1)N1CCOCC1
IS01091,Cc1ccc(OC2CCN(CC2)c2nc(nc(n2)-n2c(nc3ccccc23)C(F)F)N2CCOCC2)cc1
IS01092,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCC(CC1)Oc1ccccc1C#N)N1CCOCC1
IS01093,Cc1ccccc1OC1CCN(CC1)c1nc(nc(n1)-n1c(nc2ccccc12)C(F)F)N1CCOCC1
IS01094,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCC(CC1)Oc1cccc(Cl)c1)N1CCOCC1
IS01095,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCC(CC1)Oc1ccccc1C(F)(F)F)N1CCOCC1
IS01096,COc1cc(cc(OC)c1OC)C1C2C(COC2=O)C(NC(=O)CCl)c2cc3OCOc3cc12
IS01097,OC(=O)CNS(=O)(=O)c1ccccc1
IS01098,COc1ccc(cc1)S(=O)(=O)NCC(O)=O
IS01099,CN1C(=N)N(C)\C(=C/c2c[nH]c3ccccc23)C1=O
IS01100,CN1C(=N)N(C)\C(=C/c2ccc3OCOc3c2)C1=O
IS01101,CN1C(=N)N(C)\C(=C\c2ccc3OCOc3c2)C1=O
IS01102,CN1C(=N)N(C)\C(=C/c2c3ccccc3cc3ccccc23)C1=O
IS01103,CN1C(=N)N(C)\C(=C\c2c3ccccc3cc3ccccc23)C1=O
IS01104,CN1C(=N)N(C)\C(=C/c2ccc3ccccc3c2)C1=O
IS01105,COc1ccc(cc1)S(=O)(=O)n1cc(\C=C2/N(C)C(=N)N(C)C2=O)c2ccccc12
IS01106,CN1C(=N)N(C)\C(=C/c2cccc3ccccc23)C1=O
IS01107,COc1cccc(\C=C2/N(C)C(=N)N(C)C2=O)c1OC
IS01108,COc1cccc(\C=C2\N(C)C(=N)N(C)C2=O)c1OC
IS01109,COc1cc(OC)c(\C=C2/N(C)C(=N)N(C)C2=O)cc1OC
IS01110,COc1cc(OC)c(\C=C2\N(C)C(=N)N(C)C2=O)cc1OC
IS01111,CN1C(=N)N(C)\C(=C/c2cccc(Br)c2)C1=O
IS01112,CN1C(=N)N(C)\C(=C\c2cccc(Br)c2)C1=O
IS01113,CN1C(=N)N(C)\C(=C/c2ccc(Cl)cc2Cl)C1=O
IS01114,CN1C(=N)N(C)\C(=C/c2ccc(Cl)cc2)C1=O
IS01115,CN1C(=N)N(C)\C(=C\c2ccc(Cl)cc2)C1=O
IS01116,N#CCc1ccc(Nc2ncnc3ccc(cc23)-c2cccc3c4ccccc4sc23)cc1
IS01117,COc1cc(OC)c(C2CCN(C)CC2)c2O\C(=C\c3cccc4ccccc34)C(=O)c12
IS01118,COc1cc(OC)c(c2O\C(=C\c3cccc4ccccc34)C(=O)c12)C1=CCN(C)CC1
IS01119,CN1CCC(=CC1)c1c(O)c(C(C)=O)c(O)c(C2=CCN(C)CC2)c1O
IS01121,COc1cc(OC)c(C(C)=O)c(O)c1C1CCN(C)CC1
IS01122,CN1CCC(=CC1)c1c(O)cc(O)c(C(C)=O)c1O
IS01123,COc1cc(O)c(C2CCN(C)CC2)c(OC)c1
IS01124,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1ccc(OCC#C)cc1
IS01125,COc1cc(O)c(C2=CCN(C)CC2)c(OC)c1
IS01126,COc1cc(OC)c(c2O\C(=C\c3cccs3)C(=O)c12)C1=CCN(C)CC1
IS01127,COc1cc(OC)c(C2CCN(C)CC2)c2O\C(=C\c3ccc(OCC#C)cc3)C(=O)c12
IS01128,COc1cc(OC)c(C2CCN(C)CC2)c2O\C(=C\c3ccco3)C(=O)c12
IS01129,COc1cc(OC)c(c2O\C(=C\c3c(Cl)cccc3Cl)C(=O)c12)C1=CCN(C)CC1
IS01130,COc1cc(OC)c(C(=O)\C=C\c2cccs2)c(O)c1C1CCN(C)CC1
IS01131,COc1cc(OC)c(C2=CCN(C)CC2)c(OC(=O)c2ccccc2)c1C(C)=O
IS01132,Oc1cc2OCC(=O)c2c(O)c1
IS01133,COc1cc(OC)c(C(=O)\C=C\c2c3ccccc3cc3ccccc23)c(O)c1C1CCN(C)CC1
IS01134,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1ccccc1
IS01135,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1ccc(F)c(Br)c1
IS01136,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1ccc(Cl)cc1
IS01137,COc1cc(OC)c(C(=O)\C=C\c2c(Cl)cccc2Cl)c(O)c1C1CCN(C)CC1
IS01138,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1ccc(cc1)N(C)C
IS01139,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1c2ccccc2cc2ccccc12
IS01140,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1cccc2ccccc12
IS01141,COc1cc(OC)c(C2CCN(C)CC2)c2OCC(=O)c12
IS01142,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1c(cccc1C(F)(F)F)C(F)(F)F
IS01143,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\C=C\c1ccccc1C
IS01144,COc1cc(OC)c(C(=O)\C=C\c2ccc(Cl)cc2)c(O)c1C1CCN(C)CC1
IS01145,COc1cc(OC)c(\C=C\C(=O)c2c(OC)cc(OC)c(C3=CCN(C)CC3)c2O)c(OC)c1
IS01146,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1cccc(Br)c1
IS01147,COc1ccc(\C=C\C(=O)c2c(O)c(C3=CCN(C)CC3)c(OC)cc2OC)cc1Br
IS01148,COc1cc(OC)c(\C=C\C(=O)c2c(OC)cc(OC)c(C3CCN(C)CC3)c2O)c(OC)c1
IS01150,COc1cc(OC)c(C(=O)\C=C\c2ccco2)c(O)c1C1CCN(C)CC1
IS01151,COc1cc(OC)c(C(=O)\C=C\c2cccc3ccccc23)c(O)c1C1CCN(C)CC1
IS01153,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1c(Cl)cccc1Cl
IS01154,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1ccco1
IS01155,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1cccs1
IS01156,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1cccnc1
IS01157,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1ccccc1C
IS01158,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1ccccc1F
IS01159,COc1cc(OC)c(C(=O)\C=C\c2ccc(F)cc2)c(O)c1C1CCN(C)CC1
IS01160,COc1cc(OC)c(C2=CCN(C)CC2)c(O)c1C(=O)\C=C\c1ccc(F)cc1
IS01161,COc1cc(OC)c(C(=O)\C=C\c2ccccc2F)c(O)c1C1CCN(C)CC1
IS01162,COc1cc(OC)c(C(=O)\C=C\c2ccc(cc2)N(C)C)c(O)c1C1CCN(C)CC1
IS01163,CCC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C2C4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]32C)[C@@]1(C)C(O)=O
IS01164,CCCC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C2C4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]32C)[C@@]1(C)C(O)=O
IS01165,CCCCCC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C2C4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]32C)[C@@]1(C)C(O)=O
IS01166,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)[C@@](C)(C5CC[C@@]34C)C(O)=O)C2[C@H]1C
IS01167,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C2C4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]32C)[C@@]1(C)C(O)=O
IS01168,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@@H](OC(C)=O)[C@@](C)(C5CC[C@@]34C)C(O)=O)C2[C@H]1C
IS01169,CCC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2C4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]32C)[C@@]1(C)C(O)=O
IS01170,CCCC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2C4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]32C)[C@@]1(C)C(O)=O
IS01171,CCCCCC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2C4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]32C)[C@@]1(C)C(O)=O
IS01172,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@H](O)[C@@](C)(C5CC[C@@]34C)C(O)=O)C2[C@H]1C
IS01173,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(C5CC[C@@]34C)C(O)=O)C2[C@H]1C
IS01175,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2C(=O)C=C2C4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]32C)[C@@]1(C)C(O)=O
IS01176,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)[C@@](C)(C5CC[C@@]34C)C(=O)OCc3ccccc3)C2[C@H]1C
IS01177,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CCC(=O)[C@@](C)(C5CC[C@@]34C)C(=O)OCc3ccccc3)C2[C@H]1C
IS01178,C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CCC(=O)[C@@](C)(C5CC[C@@]34C)C(=O)OCc3ccccc3)C2[C@H]1C
IS01180,COC(=O)[C@@]1(C)[C@H](O)CC[C@@]2(C)C1CC[C@]1(C)C2CC=C2C3[C@@H](C)[C@H](C)CC[C@]3(C)CC[C@@]12C
IS01181,COC(=O)[C@]1(C)C2CC[C@]3(C)C(CC=C4C5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]34C)[C@@]2(C)CCC1=O
IS01182,COC(=O)[C@]1(C)C2CC[C@]3(C)C(CC=C4C5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]34C)[C@@]2(C)C\C(=C\O)C1=O
IS01183,COC(=O)[C@]1(C)C2CC[C@]3(C)C(CC=C4C5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]34C)[C@@]2(C)Cc2cnoc12
IS01184,COC(=O)[C@]1(C)C2CC[C@]3(C)C(CC=C4C5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]34C)[C@@]2(C)C=C(C#N)C1=O
IS01185,O=C(c1c[nH]c2ccccc12)c1nccc2c3ccccc3[nH]c12
IS01186,FC(F)(F)c1ccc(cc1)C(=O)c1nccc2c3ccccc3[nH]c12
IS01187,Clc1ccc(Cl)c(c1)C(=O)c1nccc2c3ccccc3[nH]c12
IS01190,CCOP(=O)(OCC)C(=Cc1c2ccccc2cc2ccccc12)P(=O)(OCC)OCC
IS01191,CCOP(=O)(OCC)C(=Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)P(=O)(OCC)OCC
IS01192,CC(C)OP(=O)(OC(C)C)C(=Cc1cccc(Br)c1)P(=O)(OC(C)C)OC(C)C
IS01193,COC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(C)(C)NC(C)=O)C(C)C
IS01194,CCCC(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)OC
IS01195,CCCCCC(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)OC
IS01196,CCCCCCCC(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)OC
IS01197,CCCCCCCCCCCCCC(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)OC
IS01198,CC12CCCCC1Cc1c(O)c(C=O)c(O)c(C=O)c1O2
IS01199,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OCc1ccc(F)c(Br)c1
IS01200,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OCc1cccc(Cl)c1
IS01201,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OCc1cccc(Br)c1
IS01202,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OCc1ccccc1Cl
IS01203,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OCc1ccc2OCOc2c1
